iter	RMSE
446	0.9639056342
447	0.9629234204
448	0.9620120865
449	0.9611391538
450	0.9598926796
451	0.9578330137
452	0.9565924239
453	0.9554724667
454	0.9549567906
455	0.9545930346
456	0.9530305036
457	0.9511694663
458	0.9506347538
459	0.9500298848
460	0.9477675863
461	0.9476893252
462	0.9466378224
463	0.9458543015
464	0.9441924981
465	0.9422978882
466	0.940130638
467	0.938439085
468	0.9375548836
469	0.9369161968
470	0.9363467117
471	0.9357883753
472	0.9339484059
473	0.9330386953
474	0.9326275889
475	0.9317825047
476	0.9308312583
477	0.9297071964
478	0.9282587652
479	0.9264105686
480	0.9262076509
481	0.9247644823
482	0.9246374466
483	0.9225727099
484	0.9222292004
485	0.9217571853
486	0.9202263202
487	0.9188108564
488	0.9165663127
489	0.9147982054
490	0.9137974581
491	0.9135012599
492	0.9110607791
493	0.9108090185
494	0.909352976
495	0.909177966
496	0.9081733299
497	0.9070357759
498	0.9065158783
499	0.9060660457
500	0.9046865801
501	0.9027087998
502	0.9006604737
503	0.898705496
504	0.8964364918
505	0.8961303192
506	0.8940412983
507	0.8927288995
508	0.8921507346
509	0.8906947047
510	0.8894024557
511	0.8882768944
512	0.8865671215
513	0.8848065259
514	0.8832673189
515	0.8820729217
516	0.8804082116
517	0.8784245564
518	0.8765872654
519	0.8747089792
520	0.8741041994
521	0.8738783867
522	0.8732177812
523	0.8727829642
524	0.871406012
525	0.8710602949
526	0.8707482245
527	0.8701814973
528	0.8696575772
529	0.8681762151
530	0.8673922422
531	0.8664518672
532	0.8648034642
533	0.8628325709
534	0.8611142684
535	0.859444159
536	0.8586326727
537	0.8567463969
538	0.8551552836
539	0.8540147709
540	0.8522604911
541	0.8510390734
542	0.8496030312
543	0.8484741574
544	0.8481895323
545	0.8469920612
546	0.8468066725
547	0.8461039236
548	0.845396742
549	0.8439026396
550	0.8433645519
551	0.8431415924
552	0.8417234586
553	0.8410583507
554	0.8399769596
555	0.8398638026
556	0.8385175139
557	0.8371720903
558	0.8358277011
559	0.8347193628
560	0.8337536696
561	0.8331485131
562	0.8318499783
563	0.8309437936
564	0.8305489932
565	0.8303040972
566	0.8296272759
567	0.828113386
568	0.827268581
569	0.827140141
570	0.8266668057
571	0.8248867767
572	0.8236653641
573	0.8223659563
574	0.8213561598
575	0.8207057335
576	0.819552068
577	0.8188379621
578	0.8169100333
579	0.8151378207
580	0.8131885606
581	0.8124979439
582	0.810535641
583	0.809779184
584	0.8084543457
585	0.8072783375
586	0.8062804292
587	0.8053101315
588	0.8034923821
589	0.8023951545
590	0.8016269405
591	0.8000135091
592	0.7989215643
593	0.7975425201
594	0.7966095761
595	0.795224644
596	0.7945564454
597	0.7939684128
598	0.7930006065
599	0.7916219728
600	0.7906445144
601	0.7897464926
602	0.7885349645
603	0.7872056191
604	0.7850028124
605	0.7848818091
606	0.7839807299
607	0.782625203
608	0.7818832908
609	0.780416853
610	0.7798454018
611	0.7791181033
612	0.7786196551
613	0.7784603333
614	0.7770994385
615	0.7758498632
616	0.7746207121
617	0.7735571187
618	0.7720016279
619	0.771445031
620	0.7708724445
621	0.7700524313
622	0.7694164388
623	0.7692779011
624	0.7686638223
625	0.7680577012
626	0.7672461362
627	0.766306447
628	0.7661320056
629	0.7654072413
630	0.7641706201
631	0.7633993576
632	0.7633350558
633	0.7617580906
634	0.7607095125
635	0.7601977683
636	0.7589719394
637	0.7583050369
638	0.7566618538
639	0.7558813333
640	0.7552295726
641	0.7549655371
642	0.7546163543
643	0.7535851143
644	0.7528425185
645	0.7514670128
646	0.750892139
647	0.7502167347
648	0.7497359483
649	0.7490300754
650	0.7485551064
651	0.7477919265
652	0.7470273204
653	0.7459230734
654	0.7450753738
655	0.7441847163
656	0.743120169
657	0.7424298826
658	0.742084467
659	0.7405332264
660	0.7388961547
661	0.7384930884
662	0.7374500061
663	0.7372086421
664	0.736712278
665	0.7351724162
666	0.7351112271
667	0.7341975085
668	0.7341415331
669	0.7334672164
670	0.7322570639
671	0.7310176652
672	0.7301758836
673	0.7295578577
674	0.7283984441
675	0.7277750328
676	0.7276827675
677	0.7265265331
678	0.7245771355
679	0.7234886425
680	0.7229750776
681	0.7222181663
682	0.7213288806
683	0.7203944429
684	0.7195184528
685	0.7191387546
686	0.7182767908
687	0.7175538631
688	0.715976824
689	0.7146494349
690	0.7131367117
691	0.7122514036
692	0.7113358536
693	0.7106729536
694	0.7100359848
695	0.7098088202
696	0.7088671831
697	0.7087535037
698	0.7073860995
699	0.7073342388
700	0.7069351802
701	0.7054002052
702	0.7044448105
703	0.7037445319
704	0.7033015024
705	0.7027005613
706	0.7024050635
707	0.7014107661
708	0.7009812206
709	0.7006716768
710	0.7006142884
711	0.69940683
712	0.698417627
713	0.6982181262
714	0.6973967846
715	0.6971621218
716	0.6971094518
717	0.6967895011
718	0.6954588967
719	0.6953615658
720	0.6945968086
721	0.6945065911
722	0.6940772846
723	0.6931191979
724	0.6925843009
725	0.691807818
726	0.6917411871
727	0.6912661238
728	0.6899430899
729	0.6883788063
730	0.6876533211
731	0.6868295632
732	0.6857130991
733	0.6847707467
734	0.6838958231
735	0.6833512983
736	0.6826221748
737	0.6824341075
738	0.6813555987
739	0.6802993792
740	0.6787844747
741	0.6775754267
742	0.6769761766
743	0.6753369818
744	0.6748167297
745	0.6745502863
746	0.673852629
747	0.6730051504
748	0.6722917177
749	0.6720219956
750	0.671883705
751	0.6708045907
752	0.6698389954
753	0.6697931584
754	0.6685481171
755	0.6669725304
756	0.665951484
757	0.6649314409
758	0.6648603713
759	0.6641625195
760	0.6634004989
761	0.6630452997
762	0.6622293058
763	0.6618371457
764	0.6609343397
765	0.6602421692
766	0.6601251914
767	0.6596045058
768	0.65908272
769	0.6586500778
770	0.6581774956
771	0.6574358421
772	0.6569023531
773	0.6558703397
774	0.6553130896
775	0.6552764494
776	0.6548906725
777	0.6542823546
778	0.6538662372
779	0.6527253207
780	0.6524391827
781	0.651605126
782	0.6510255355
783	0.6509813341
784	0.6507746919
785	0.6501138366
786	0.6490834135
787	0.6481997298
788	0.6480808567
789	0.6475268447
790	0.6472645008
791	0.6462993226
792	0.6462414782
793	0.6456855296
794	0.645256498
795	0.6445311911
796	0.6444772638
797	0.6437966082
798	0.6425673085
799	0.6420588685
800	0.6417224922
801	0.6416731886
802	0.6406077455
803	0.6394143495
804	0.6387289843
805	0.6376944954
806	0.6365959388
807	0.6357285919
808	0.6350504338
809	0.6342736027
810	0.6333831603
811	0.6322304228
812	0.6314866892
813	0.6311963989
814	0.6311485569
815	0.630351825
816	0.630306719
817	0.6297521101
818	0.6291794851
819	0.6281288582
820	0.6270250892
821	0.6262572018
822	0.6247018411
823	0.6239682632
824	0.6235361017
825	0.6223304504
826	0.6215393365
827	0.620865611
828	0.6204824822
829	0.6203207203
830	0.6201652545
831	0.6193358873
832	0.6183533009
833	0.6179538011
834	0.6167485104
835	0.6162551069
836	0.6155485531
837	0.6154727162
838	0.6144451605
839	0.6143807216
840	0.61366642
841	0.6129297285
842	0.6124828497
843	0.61177427
844	0.6110366483
845	0.6103577839
846	0.6098614563
847	0.6097967765
848	0.6087113434
849	0.6081392674
850	0.6073650507
851	0.6070135916
852	0.6059129267
853	0.6054165248
854	0.6053670706
855	0.6053282075
856	0.6047861244
857	0.6036175093
858	0.6025488567
859	0.6023442371
860	0.6021084872
861	0.6010998273
862	0.6010694073
863	0.6003188242
864	0.5998226731
865	0.5994054069
866	0.5984380917
867	0.5972179765
868	0.5967219871
869	0.5964414724
870	0.5962220338
871	0.5957510561
872	0.5954344017
873	0.5943113472
874	0.5930662101
875	0.5927869871
876	0.5924838968
877	0.5915010891
878	0.5911768921
879	0.5901297346
880	0.5894881088
881	0.5886281804
882	0.5883822245
883	0.5879100784
884	0.5873797804
885	0.5869199122
886	0.5858478988
887	0.5846927718
888	0.5846551428
889	0.5841836366
890	0.5840326415
891	0.5832889836
892	0.5827166475
893	0.5820386476
894	0.5812764925
895	0.5812246421
896	0.5805094868
897	0.5796915111
898	0.5789521506
899	0.5783476358
900	0.5780341021
901	0.5770736884
902	0.5770519362
903	0.5765248491
904	0.5764914204
905	0.5758085679
906	0.5755721599
907	0.5748103631
908	0.5737407105
909	0.5735180749
910	0.5732495008
911	0.5722072447
912	0.5711410233
913	0.5702372413
914	0.5695966085
915	0.5683960715
916	0.5678639138
917	0.5673257353
918	0.5662119516
919	0.5661260683
920	0.5658219447
921	0.5654616516
922	0.5648925632
923	0.5642407618
924	0.5633245607
925	0.563064095
926	0.5628601971
927	0.5615946262
928	0.5610309351
929	0.5603519434
930	0.5595895473
931	0.558350189
932	0.558037502
933	0.5580184283
934	0.5574668826
935	0.5572359105
936	0.5568724631
937	0.5561918462
938	0.5561648128
939	0.556127346
940	0.5550546108
941	0.5547802947
942	0.5545279947
943	0.554080751
944	0.5532755752
945	0.5531352477
946	0.5523856995
947	0.5515826546
948	0.550804004
949	0.5504908838
950	0.5504124966
951	0.5494346069
952	0.548895201
953	0.5484446047
954	0.5476516865
955	0.5470388221
956	0.5468560361
957	0.5461992705
958	0.5456804662
959	0.5453174621
960	0.5443427121
961	0.543508848
962	0.542721459
963	0.5420463924
964	0.5415715603
965	0.5404414983
966	0.539571855
967	0.5389258073
968	0.5383206079
969	0.5380736124
970	0.5374493027
971	0.5370854198
972	0.5362981606
973	0.5357140556
974	0.535169962
975	0.5350051873
976	0.5347325071
977	0.5342856845
978	0.5339834991
979	0.5329817382
980	0.5325739011
981	0.5316637277
982	0.5311337045
983	0.5308423949
984	0.5301304643
985	0.5297663473
986	0.5291610202
987	0.5283559704
988	0.5274758477
989	0.5267642049
990	0.5262396056
991	0.5250448964
992	0.5243418104
993	0.5241941875
994	0.5235905639
995	0.5229685286
996	0.5224570713
997	0.5221148296
998	0.5217055163
999	0.521299031
