iter	RMSE
139	1.347303528
140	1.344396743
141	1.342980945
142	1.341422751
143	1.340100065
144	1.338975014
145	1.336728787
146	1.33525143
147	1.333720043
148	1.331730199
149	1.329855626
150	1.327530305
151	1.326221346
152	1.32421949
153	1.323427179
154	1.322127575
155	1.320466395
156	1.317614154
157	1.316264546
158	1.31411384
159	1.312308135
160	1.310038608
161	1.309235409
162	1.307574436
163	1.306088415
164	1.30476177
165	1.302541837
166	1.30148019
167	1.29961708
168	1.298578784
169	1.296003582
170	1.295651918
171	1.293244467
172	1.292036259
173	1.290188072
174	1.287326509
175	1.285628854
176	1.284810971
177	1.283300749
178	1.281619868
179	1.280135514
180	1.277817209
181	1.275830908
182	1.273793097
183	1.272127264
184	1.27052927
185	1.268750213
186	1.266532024
187	1.26470801
188	1.26396539
189	1.263356737
190	1.261668769
191	1.259809484
192	1.258156438
193	1.255646947
194	1.254249756
195	1.252390741
196	1.250164939
197	1.248410003
198	1.247212078
199	1.246384335
200	1.245256748
201	1.244608458
202	1.243540434
203	1.242880139
204	1.241226452
205	1.239189621
206	1.237745997
207	1.235948389
208	1.234154559
209	1.233687355
210	1.231885837
211	1.230380716
212	1.22951144
213	1.227890246
214	1.226374259
215	1.223513993
216	1.222650933
217	1.221297257
218	1.219604072
219	1.218300404
220	1.216450488
221	1.216263365
222	1.215330846
223	1.213870117
224	1.212048322
225	1.210656625
226	1.210240423
227	1.208579133
228	1.206389294
229	1.203635771
230	1.202457777
231	1.200726991
232	1.197285672
233	1.196149661
234	1.195388044
235	1.19273709
236	1.190851426
237	1.189115309
238	1.18804777
239	1.185798282
240	1.184093391
241	1.183672589
242	1.181432571
243	1.180123352
244	1.179198913
245	1.176368067
246	1.174186695
247	1.173383672
248	1.171063851
249	1.168933948
250	1.167199428
251	1.164637876
252	1.16226386
253	1.160930639
254	1.160003023
255	1.158770968
256	1.156341335
257	1.15543303
258	1.152363504
259	1.150462984
260	1.149280896
261	1.14699445
262	1.144123968
263	1.143396048
264	1.142225725
265	1.141193619
266	1.139672759
267	1.138630558
268	1.136679308
269	1.135861615
270	1.133197833
271	1.132601853
272	1.12964288
273	1.127697683
274	1.127454361
275	1.127213788
276	1.125377005
277	1.12428967
278	1.123232349
279	1.122275624
280	1.121735259
281	1.12057441
282	1.11839847
283	1.116749736
284	1.113260947
285	1.112532167
286	1.111889444
287	1.109674628
288	1.108547949
289	1.107177225
290	1.105924182
291	1.104696608
292	1.103418054
293	1.101232899
294	1.09906138
295	1.097063233
296	1.096261439
297	1.094400797
298	1.09186116
299	1.09039506
300	1.088040255
301	1.085425688
302	1.085239789
303	1.082938099
304	1.081912096
305	1.080938144
306	1.079933882
307	1.078157788
308	1.075174501
309	1.07320389
310	1.072232367
311	1.068381971
312	1.066534452
313	1.065390346
314	1.064456757
315	1.063992778
316	1.062155647
317	1.061265717
318	1.060399519
319	1.058806809
320	1.056782069
321	1.054599809
322	1.053751836
323	1.052933203
324	1.050823477
325	1.049967829
326	1.047943696
327	1.046637843
328	1.045689764
329	1.045000458
330	1.044655888
331	1.042763391
332	1.042273479
333	1.0410313
334	1.038620765
335	1.03787648
336	1.037221107
337	1.036587844
338	1.035867885
339	1.0351019
340	1.034117841
341	1.033152614
342	1.031224094
343	1.029441721
344	1.028760392
345	1.028096971
346	1.025697457
347	1.025332959
348	1.02399136
349	1.023522878
350	1.021573495
351	1.019765816
352	1.018469352
353	1.01786168
354	1.017143642
355	1.016472535
356	1.015887269
357	1.015309635
358	1.013636534
359	1.013024707
360	1.011795032
361	1.009904314
362	1.00716798
363	1.005261353
364	1.004671075
365	1.003826441
366	1.003499342
367	1.001696324
368	1.000850848
369	0.9993421992
370	0.9990414162
371	0.9981623241
372	0.9978561335
373	0.9973808327
374	0.9946326053
375	0.994188853
376	0.9938630849
377	0.9917180908
378	0.9897101778
379	0.9874783905
380	0.9856743168
381	0.9847049057
382	0.9844085947
383	0.9838741531
384	0.9835018888
385	0.9829768175
386	0.9824869072
387	0.9822241999
388	0.9816127669
389	0.9813463819
390	0.9798862256
391	0.9793723524
392	0.9791149725
393	0.978815347
394	0.9775424981
395	0.975372086
396	0.974909942
397	0.9730911366
398	0.9722691309
399	0.970366541
400	0.9691450784
401	0.966773341
402	0.9649181746
403	0.9645532541
404	0.9642918569
405	0.9618401858
406	0.9614003822
407	0.9609679894
408	0.9607113594
409	0.958873929
410	0.9586377352
411	0.9582076902
412	0.9578545905
413	0.9574223093
414	0.9570604874
415	0.9568458915
416	0.9563498235
417	0.9559905541
418	0.9557224263
419	0.9552538489
420	0.9549138729
421	0.9539048591
422	0.9535995586
423	0.9533911191
424	0.9530108919
425	0.9519735639
426	0.951627551
427	0.951340232
428	0.9510236068
429	0.9506532314
430	0.9504783125
431	0.9502150383
432	0.9499497984
433	0.948637284
434	0.948471101
435	0.9480677407
436	0.9477957165
437	0.9475301837
438	0.9472724004
439	0.9465607433
440	0.9460484681
441	0.94577575
442	0.9455651043
443	0.9451843829
444	0.9449789551
445	0.9447892718
446	0.944565015
447	0.9433049278
448	0.9431229316
449	0.9429722995
450	0.9427855286
451	0.9426241765
452	0.9412349907
453	0.9409061057
454	0.9406168556
455	0.9401746386
456	0.9386978007
457	0.9385210955
458	0.9377769639
459	0.9360852412
460	0.935871173
461	0.9356263005
462	0.9337517825
463	0.9317205801
464	0.9300314706
465	0.9298700077
466	0.9278136397
467	0.9263944141
468	0.9254117949
469	0.9252032113
470	0.9249958527
471	0.9247936538
472	0.9228665366
473	0.9226542997
474	0.9212556168
475	0.919502947
476	0.9192799125
477	0.9174386818
478	0.9169480837
479	0.9168215738
480	0.9154532125
481	0.9138843287
482	0.9132114107
483	0.911802709
484	0.9116059531
485	0.9099378368
486	0.9083447404
487	0.9064048923
488	0.9049492
489	0.9046883296
490	0.903396959
491	0.9023450042
492	0.9003614995
493	0.8985545354
494	0.8960752941
495	0.8951461721
496	0.8941835675
497	0.8923896631
498	0.8921913777
499	0.8919675701
500	0.8904816451
501	0.8884196738
502	0.8876347682
503	0.8870708714
504	0.8869369855
505	0.8858863554
506	0.8839332711
507	0.8822852009
508	0.8811258197
509	0.8807570731
510	0.880206925
511	0.8786977275
512	0.8773311123
513	0.8759563955
514	0.8746831886
515	0.8729341855
516	0.8709837056
517	0.8694720598
518	0.86841067
519	0.8669975417
520	0.8656294324
521	0.8642375527
522	0.8624838336
523	0.8616640892
524	0.8598654007
525	0.8590920407
526	0.8579790509
527	0.8574864936
528	0.8567823604
529	0.8547357195
530	0.8529612986
531	0.8527940122
532	0.852482638
533	0.8511705615
534	0.8498955402
535	0.8478095535
536	0.8476181193
537	0.8454601195
538	0.8449771256
539	0.8435520756
540	0.8421770715
541	0.841312198
542	0.8401248097
543	0.8377799728
544	0.8358694372
545	0.8357499408
546	0.8339794275
547	0.8338374573
548	0.8336633858
549	0.8319216119
550	0.8304261777
551	0.8293039869
552	0.8282093946
553	0.8268561173
554	0.8262586031
555	0.8253127865
556	0.8241033892
557	0.8232343133
558	0.8231278188
559	0.821385627
560	0.8203821183
561	0.8189720448
562	0.8166789575
563	0.8149817696
564	0.8134392834
565	0.8121342544
566	0.8117021984
567	0.8115330814
568	0.8102459347
569	0.8101188101
570	0.8085651049
571	0.8066856949
572	0.8057630333
573	0.8056462839
574	0.8038855164
575	0.8018167658
576	0.8016305302
577	0.8008437045
578	0.8003176899
579	0.8002022341
580	0.7991479285
581	0.7982434437
582	0.796897295
583	0.7959870565
584	0.7947799388
585	0.7925269454
586	0.791879512
587	0.790362063
588	0.7886744078
589	0.7870053292
590	0.7857349668
591	0.7845502561
592	0.783594539
593	0.7834344427
594	0.782852479
595	0.7819600008
596	0.7806679718
597	0.7794967389
598	0.7783693572
599	0.777122333
600	0.775437352
601	0.7739976055
602	0.773806559
603	0.7734247676
604	0.771821101
605	0.7697801038
606	0.7691927956
607	0.7678003566
608	0.7665121407
609	0.7660559579
610	0.765444778
611	0.7651331178
612	0.7640835873
613	0.7629156404
614	0.7615347053
615	0.7613762575
616	0.7602471156
617	0.7588014272
618	0.7572751703
619	0.7566471126
620	0.75607172
621	0.7545910054
622	0.7530468213
623	0.7526179187
624	0.7511112778
625	0.7496450785
626	0.7484189433
627	0.7464523099
628	0.7455349693
629	0.7441164641
630	0.7437068794
631	0.7435517989
632	0.7431867166
633	0.741691049
634	0.7415869289
635	0.7401234745
636	0.7378291166
637	0.735862359
638	0.7338811793
639	0.7325418689
640	0.7311976303
641	0.7299964165
642	0.7286415326
643	0.7277207603
644	0.7263815289
645	0.7255554514
646	0.7239937858
647	0.7223150511
648	0.7213456361
649	0.7204573225
650	0.7191150641
651	0.717972691
652	0.7166767998
653	0.7146073759
654	0.7135526077
655	0.7120560671
656	0.711547232
657	0.7102012348
658	0.7090293443
659	0.7083787034
660	0.7068095301
661	0.7058077108
662	0.7040010025
663	0.7038359508
664	0.7025865784
665	0.7015737668
666	0.7013012161
667	0.6996230083
668	0.6989758585
669	0.6988199016
670	0.6975844113
671	0.6968696031
672	0.696556977
673	0.6958615006
674	0.694787707
675	0.6937790705
676	0.6933880161
677	0.6923442339
678	0.6907855198
679	0.6906264242
680	0.6904445019
681	0.6903117466
682	0.6896995669
683	0.6889807944
684	0.688835564
685	0.6872690298
686	0.6861340581
687	0.6859886753
688	0.6852651952
689	0.6842890236
690	0.6833564065
691	0.6819982794
692	0.6810685934
693	0.6795940495
694	0.679461648
695	0.679301783
696	0.6791514049
697	0.6781743754
698	0.6770626792
699	0.6762481404
700	0.6753040856
701	0.6748765241
702	0.6744797429
703	0.6734821639
704	0.6726652497
705	0.6717908423
706	0.6705794601
707	0.6693473356
708	0.6674016185
709	0.666515381
710	0.6658185801
711	0.6654596936
712	0.6643011491
713	0.6636195509
714	0.6629523097
715	0.6622293056
716	0.6609529739
717	0.6605995267
718	0.6601560166
719	0.6590014582
720	0.6576943307
721	0.657563538
722	0.6574345232
723	0.6559711484
724	0.6557710732
725	0.6552713986
726	0.6541324353
727	0.6535320337
728	0.6524315445
729	0.6519302601
730	0.6508013489
731	0.6499416371
732	0.6491847562
733	0.6479484637
734	0.6474574229
735	0.6460530335
736	0.645359566
737	0.6441335652
738	0.6429697899
739	0.6416925523
740	0.6408579483
741	0.6406726957
742	0.6397155814
743	0.6391942547
744	0.6386075625
745	0.6373992882
746	0.6364639577
747	0.6363627501
748	0.6352951808
749	0.6349274798
750	0.6337210456
751	0.6321486128
752	0.6320304346
753	0.6316936173
754	0.6308249001
755	0.6302460509
756	0.6300596006
757	0.6292272951
758	0.6278363864
759	0.6273968614
760	0.6267348619
761	0.6259892063
762	0.6253029785
763	0.624699339
764	0.6232977779
765	0.6231830282
766	0.622108896
767	0.6220137566
768	0.6211010341
769	0.620461785
770	0.6193723213
771	0.6186076662
772	0.6176516721
773	0.6164157877
774	0.6151122483
775	0.6137740171
776	0.6136039604
777	0.6132256306
778	0.611940865
779	0.6118063568
780	0.6111278053
781	0.6102455038
782	0.6098738272
783	0.6095008351
784	0.6093640762
785	0.6087539051
786	0.6078880995
787	0.6073251081
788	0.606151055
789	0.6051539516
790	0.6045466356
791	0.6039250958
792	0.6034301857
793	0.6027034939
794	0.6016141298
795	0.6004397082
796	0.5995565461
797	0.5982830166
798	0.5967755329
799	0.5955335266
800	0.5945131599
801	0.5935429045
802	0.5929357437
803	0.5921836064
804	0.5912898999
805	0.5905526762
806	0.5895710215
807	0.5887880116
808	0.5882079372
809	0.5874300418
810	0.586031944
811	0.5851629033
812	0.5850121997
813	0.5841508991
814	0.5834119813
815	0.5824167798
816	0.5814316587
817	0.5806922419
818	0.5804905702
819	0.5794547389
820	0.5787450602
821	0.5779480205
822	0.5771414009
823	0.5760111491
824	0.5750259467
825	0.574387917
826	0.5736077783
827	0.5722005977
828	0.57171369
829	0.5711588003
830	0.5702695383
831	0.5700010984
832	0.5688613406
833	0.5685398731
834	0.5679388812
835	0.5664069691
836	0.5650004932
837	0.5648720832
838	0.5638307612
839	0.563603191
840	0.5622287584
841	0.5608739323
842	0.5602854214
843	0.5601918358
844	0.5599535241
845	0.55905034
846	0.5589155482
847	0.558841865
848	0.5582063946
849	0.5571921929
850	0.5563318849
851	0.5562259941
852	0.5552870737
853	0.5545541627
854	0.5539719357
855	0.5530727067
856	0.552948274
857	0.5522747252
858	0.5521534857
859	0.5520330705
860	0.5511649574
861	0.5502745745
862	0.5494958857
863	0.5492767517
864	0.5491765853
865	0.548367229
866	0.5482706159
867	0.5472866984
868	0.5464730544
869	0.5455206418
870	0.5446662618
871	0.5432401948
872	0.5419434444
873	0.5415172964
874	0.5408965545
875	0.5400532622
876	0.5391429424
877	0.5389565961
878	0.538413346
879	0.5378574441
880	0.5370365652
881	0.5366941308
882	0.5358555004
883	0.5347428818
884	0.5344589624
885	0.5332052672
886	0.5331409155
887	0.5323866987
888	0.5316790232
889	0.531598443
890	0.5305391763
891	0.5299980517
892	0.5299093237
893	0.5290710759
894	0.5289113991
895	0.5277517317
896	0.5266781458
897	0.5257680781
898	0.5249668298
899	0.5248645548
900	0.5241547264
901	0.5232195128
902	0.5231328871
903	0.5228075336
904	0.5225805158
905	0.5223560996
906	0.5222822993
907	0.5217501565
908	0.5216785868
909	0.5202517308
910	0.5198108163
911	0.5185211103
912	0.5184572063
913	0.5172684684
914	0.5164306047
915	0.5160859767
916	0.5151864413
917	0.5144969868
918	0.514344203
919	0.5142640789
920	0.5135882095
921	0.5123126487
922	0.5113193431
923	0.5111419307
924	0.5107307535
925	0.5102855235
926	0.5099947971
927	0.5095581436
928	0.5091249275
929	0.5090221072
930	0.5086275376
931	0.5077323122
932	0.5070100245
933	0.5066719898
934	0.5059939279
935	0.5056090797
936	0.5050720061
937	0.5042273001
938	0.5040064183
939	0.5039404012
940	0.5034364876
941	0.5025972051
942	0.5018173084
943	0.500694049
944	0.5004549785
945	0.499600862
946	0.4986467252
947	0.4982660805
948	0.4980197906
949	0.4974449591
950	0.4966415816
951	0.4957157772
952	0.4956015716
953	0.494990493
954	0.4941344271
955	0.493449812
956	0.4932391773
957	0.4923288143
958	0.492244757
959	0.4920110824
960	0.4918172154
961	0.4907865643
962	0.4898492291
963	0.4889754932
964	0.4889148433
965	0.4882135609
966	0.4877209527
967	0.4871609828
968	0.4865376875
969	0.4853951895
970	0.484953909
971	0.4843895446
972	0.4842648055
973	0.4832031404
974	0.4829794678
975	0.4828344055
976	0.4822100789
977	0.4814358961
978	0.4807824416
979	0.4801568469
980	0.4795783028
981	0.4787856348
982	0.4781299867
983	0.4768834192
984	0.4762778771
985	0.475444649
986	0.4745011482
987	0.4737838521
988	0.4733875614
989	0.4725624564
990	0.4720025483
991	0.4717269166
992	0.4709040592
993	0.4707452402
994	0.4703727562
995	0.4694018124
996	0.4692360567
997	0.4687716578
998	0.4685570487
999	0.4676068803
